               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,            0.016289,            0.021158,                   0,             0.99517,             0.99679,             0.99497,             0.90689,             0.01341,            0.011109,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.015978,            0.020567,                   0,             0.99766,             0.99679,             0.99497,             0.90887,            0.013536,            0.011084,                   0,             0.00439,             0.00439,             0.00439
                 172,              0.0162,            0.018441,                   0,             0.99362,             0.99946,             0.99498,             0.91686,            0.012881,            0.010719,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.017067,            0.020106,                   0,             0.99839,             0.99651,             0.99498,             0.91835,            0.012927,            0.010617,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.015718,            0.020082,                   0,             0.99631,             0.99679,             0.99498,             0.91121,            0.013378,            0.010639,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.015502,            0.020548,                   0,             0.99658,             0.99839,             0.99498,             0.90151,            0.014202,            0.011492,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.016313,              0.0222,                   0,             0.99732,             0.99839,             0.99498,             0.92817,            0.012913,            0.010655,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.016134,            0.020325,                   0,             0.99839,             0.99779,             0.99498,             0.90851,             0.01283,            0.010761,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.016017,            0.018827,                   0,              0.9973,             0.99679,             0.99498,             0.91391,            0.012455,            0.010818,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.016993,            0.020653,                   0,             0.99789,             0.99679,             0.99498,             0.91567,            0.012208,            0.010442,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.015529,            0.018385,                   0,             0.99521,             0.99957,             0.99498,             0.91432,            0.012154,            0.010304,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.015805,            0.020465,                   0,             0.99361,             0.99911,             0.99498,             0.92216,            0.011973,            0.010542,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.016729,            0.023006,                   0,             0.99361,             0.99849,               0.995,             0.92284,            0.011662,            0.010027,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.014833,            0.018273,                   0,             0.99361,             0.99906,               0.995,             0.92288,            0.011577,            0.010249,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.016069,            0.019306,                   0,             0.99473,             0.99839,               0.995,             0.92761,            0.011179,            0.010107,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.015798,             0.02045,                   0,             0.99679,             0.99661,               0.995,             0.92841,            0.011251,            0.010027,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.014746,            0.018268,                   0,             0.99781,             0.99358,               0.995,             0.92403,            0.011802,            0.010668,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.014645,            0.019251,                   0,             0.99362,             0.99937,               0.995,             0.92412,            0.011876,            0.010763,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.014175,            0.017163,                   0,             0.99677,                   1,               0.995,             0.92991,            0.011953,            0.010141,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.016947,            0.018689,                   0,              0.9968,             0.99926,               0.995,             0.92964,            0.011702,            0.010003,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.014231,            0.017144,                   0,              0.9968,             0.99987,               0.995,             0.90954,             0.01188,            0.010114,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.013975,            0.017234,                   0,             0.99492,                   1,             0.99498,               0.928,             0.01155,            0.010186,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.015709,            0.019169,                   0,             0.99349,                   1,             0.99498,             0.93214,            0.011394,            0.010154,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.015926,            0.021848,                   0,              0.9968,             0.99954,               0.995,             0.93284,            0.011595,            0.010117,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.016574,            0.019844,                   0,              0.9968,             0.99923,               0.995,             0.93743,             0.01126,           0.0097237,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.014431,            0.018765,                   0,              0.9968,             0.99932,             0.99498,             0.93614,            0.011402,           0.0097923,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.014403,             0.01631,                   0,             0.99596,             0.99839,             0.99498,             0.93373,            0.011008,           0.0096111,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.014467,            0.019157,                   0,             0.99679,             0.99744,               0.995,             0.93448,            0.011277,           0.0094228,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.013492,            0.018453,                   0,             0.99312,             0.99839,             0.99498,             0.93235,            0.011714,            0.010003,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.014194,            0.018504,                   0,             0.99203,              0.9985,             0.99498,             0.92457,            0.011919,            0.010046,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.014248,            0.019288,                   0,             0.99217,             0.99839,             0.99498,             0.92559,            0.011517,           0.0098262,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.015229,            0.018839,                   0,              0.9936,             0.99754,               0.995,             0.94052,            0.010736,           0.0096664,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.013972,            0.016523,                   0,             0.99679,             0.99575,             0.99498,             0.94668,            0.010586,           0.0092378,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.013526,            0.017894,                   0,             0.99343,                   1,               0.995,             0.94357,            0.010453,           0.0090108,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.015391,            0.022721,                   0,             0.99361,             0.99851,               0.995,             0.94813,            0.010289,           0.0090709,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.013669,            0.018447,                   0,             0.99509,             0.99839,               0.995,             0.94277,            0.010425,           0.0094481,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.013801,            0.018375,                   0,              0.9953,             0.99679,               0.995,             0.93786,            0.010968,           0.0095272,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.014637,            0.017862,                   0,             0.99806,             0.99197,               0.995,              0.9409,            0.010866,           0.0095901,                   0,            0.003202,            0.003202,            0.003202
                 208,             0.01466,            0.019517,                   0,             0.99417,             0.99679,               0.995,             0.94274,            0.010878,           0.0095658,                   0,            0.003169,            0.003169,            0.003169
                 209,             0.01323,            0.019101,                   0,              0.9952,             0.99772,               0.995,             0.94667,            0.010624,           0.0096116,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.014563,            0.018837,                   0,             0.99521,             0.99966,               0.995,             0.94486,            0.010275,           0.0092959,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.013232,             0.01833,                   0,             0.99257,                   1,               0.995,             0.94271,            0.010577,            0.009737,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.013153,            0.018144,                   0,             0.99718,             0.99679,               0.995,             0.94597,            0.010601,           0.0093899,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.014324,            0.019069,                   0,             0.99333,                   1,               0.995,             0.94712,             0.01021,             0.00912,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.012554,            0.015823,                   0,              0.9929,                   1,               0.995,             0.94731,            0.010425,           0.0092664,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.013022,            0.015719,                   0,              0.9935,                   1,               0.995,             0.94032,            0.010793,           0.0098786,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.014358,            0.019499,                   0,              0.9968,             0.99921,               0.995,             0.94204,            0.010719,           0.0094986,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.014784,             0.01847,                   0,             0.99353,                   1,               0.995,             0.94702,            0.010288,           0.0093102,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.014034,            0.017612,                   0,             0.99546,             0.99679,               0.995,             0.94703,            0.010272,           0.0091271,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.013467,            0.017905,                   0,             0.99573,             0.99839,               0.995,               0.948,            0.010089,           0.0092945,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.012607,            0.018834,                   0,              0.9968,             0.99931,               0.995,             0.94635,           0.0099214,           0.0094209,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.012422,            0.017269,                   0,             0.99705,             0.99679,               0.995,             0.94527,            0.010047,           0.0090756,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.012704,            0.019032,                   0,              0.9968,             0.99955,               0.995,             0.94934,            0.010139,           0.0089431,                   0,            0.002707,            0.002707,            0.002707
                 223,             0.01208,            0.016754,                   0,             0.99576,                   1,               0.995,             0.94987,            0.010183,            0.009109,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.013522,            0.018784,                   0,             0.99519,                   1,               0.995,             0.94918,           0.0098206,           0.0089149,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.012602,            0.015509,                   0,             0.99595,             0.99839,               0.995,             0.95332,           0.0093545,           0.0085468,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.013108,            0.017859,                   0,             0.99519,                   1,               0.995,             0.94829,           0.0094324,           0.0086999,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.013102,            0.018991,                   0,              0.9952,              0.9992,               0.995,             0.94417,           0.0099429,           0.0087218,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.012187,             0.01812,                   0,             0.99432,             0.99839,               0.995,             0.95066,             0.00982,           0.0084982,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.012537,            0.015325,                   0,             0.99486,             0.99839,               0.995,             0.94675,             0.01016,           0.0087318,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.012574,            0.014736,                   0,             0.99679,             0.99808,               0.995,               0.952,           0.0096597,           0.0086541,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.012466,            0.015917,                   0,             0.99493,                   1,               0.995,             0.95202,           0.0093442,           0.0085073,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.012131,            0.017684,                   0,             0.99486,                   1,               0.995,             0.95045,           0.0096454,           0.0086718,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.012914,            0.019504,                   0,             0.99474,                   1,               0.995,               0.952,            0.009469,           0.0084753,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.013077,             0.01747,                   0,             0.99459,                   1,               0.995,             0.95337,           0.0097637,            0.008707,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.012134,            0.017094,                   0,             0.99293,                   1,               0.995,             0.95528,           0.0092291,           0.0082736,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.012648,            0.016902,                   0,             0.99788,             0.99358,               0.995,             0.95638,           0.0092639,           0.0083585,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.011526,            0.014706,                   0,             0.99388,                   1,               0.995,             0.95788,           0.0092863,           0.0084963,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.012411,            0.015934,                   0,             0.99455,                   1,             0.99498,             0.95453,           0.0093561,           0.0086036,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.011429,            0.013923,                   0,             0.99372,             0.99839,             0.99498,             0.95564,           0.0093633,           0.0084734,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.013566,            0.018462,                   0,             0.99721,             0.99518,             0.99498,             0.95532,           0.0094825,           0.0087214,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.011315,             0.01572,                   0,             0.99722,             0.99518,             0.99498,             0.95583,           0.0092427,           0.0085335,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.013966,            0.018734,                   0,             0.99362,             0.99993,             0.99498,             0.95806,           0.0090857,           0.0084372,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.010628,            0.013927,                   0,             0.99362,             0.99961,               0.995,             0.95795,           0.0091021,           0.0083165,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.011893,            0.015163,                   0,             0.99362,             0.99976,             0.99498,             0.95792,           0.0090464,           0.0082273,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.010603,             0.01445,                   0,             0.99362,             0.99993,             0.99498,             0.95869,           0.0089479,           0.0081439,                   0,            0.001948,            0.001948,            0.001948
                 246,             0.01208,            0.016967,                   0,             0.99204,             0.99969,             0.99498,             0.95482,           0.0092029,           0.0085597,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.012534,            0.016825,                   0,                   1,             0.99332,               0.995,              0.9568,           0.0089918,           0.0081353,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.010966,            0.015903,                   0,                   1,             0.99348,               0.995,             0.95483,           0.0090511,           0.0084062,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.010754,            0.017733,                   0,             0.99162,                   1,               0.995,             0.95438,           0.0091857,           0.0085163,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.012373,            0.016787,                   0,             0.99178,                   1,               0.995,             0.95983,           0.0088831,           0.0079923,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.010734,            0.013942,                   0,             0.99184,                   1,               0.995,             0.95924,           0.0090901,           0.0082631,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.011399,            0.015068,                   0,             0.99199,                   1,               0.995,             0.95971,           0.0088978,           0.0080919,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.010957,            0.015863,                   0,             0.99165,                   1,             0.99498,             0.95416,           0.0091217,           0.0084558,                   0,            0.001684,            0.001684,            0.001684
                 254,             0.01041,            0.014531,                   0,             0.99679,             0.99818,             0.99498,             0.95712,            0.009014,           0.0081749,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.012076,            0.015206,                   0,             0.99521,             0.99948,             0.99498,             0.95644,           0.0088684,           0.0081139,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.011432,            0.015901,                   0,             0.99518,                   1,             0.99498,             0.95556,           0.0089186,           0.0083871,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.010266,            0.014523,                   0,             0.99481,                   1,             0.99498,             0.96363,            0.008754,           0.0081911,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.010456,            0.016577,                   0,             0.99309,                   1,               0.995,             0.96478,           0.0086556,           0.0080724,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.010584,            0.014509,                   0,             0.99302,                   1,               0.995,              0.9643,           0.0084051,           0.0078053,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.010987,            0.014498,                   0,             0.99304,                   1,               0.995,             0.96195,           0.0084848,           0.0079241,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0097925,            0.014775,                   0,             0.99292,                   1,               0.995,             0.96727,             0.00841,           0.0077357,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.010415,            0.014396,                   0,             0.99288,                   1,               0.995,             0.96586,           0.0083259,           0.0076337,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0099162,             0.01487,                   0,             0.99303,                   1,               0.995,             0.96686,           0.0082913,           0.0075574,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.010394,            0.016586,                   0,             0.99331,                   1,               0.995,             0.96567,            0.008382,           0.0077806,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.010566,            0.017727,                   0,             0.99361,             0.99888,               0.995,             0.96198,           0.0085366,           0.0076442,                   0,            0.001288,            0.001288,            0.001288
                 266,             0.01039,            0.016226,                   0,              0.9952,             0.99896,               0.995,             0.96529,            0.008293,           0.0074959,                   0,            0.001255,            0.001255,            0.001255
                 267,           0.0095004,            0.014432,                   0,              0.9952,             0.99887,               0.995,             0.96701,            0.008376,           0.0076137,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.010092,            0.015074,                   0,             0.99631,             0.99839,               0.995,             0.96913,           0.0082965,           0.0074387,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.010485,            0.016209,                   0,              0.9952,             0.99859,               0.995,              0.9672,           0.0084436,           0.0077076,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0090782,            0.014142,                   0,              0.9952,             0.99854,               0.995,             0.97029,           0.0081958,           0.0075612,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.010119,            0.014327,                   0,             0.99487,                   1,               0.995,             0.97287,           0.0080569,           0.0074539,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.010576,            0.014462,                   0,             0.99483,                   1,               0.995,             0.97047,           0.0080749,           0.0074053,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0099649,            0.016519,                   0,             0.99478,                   1,               0.995,             0.97004,           0.0081933,           0.0074558,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.010792,            0.015191,                   0,              0.9952,              0.9994,               0.995,             0.97023,           0.0082022,           0.0075936,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.010349,            0.014601,                   0,             0.99514,                   1,               0.995,             0.97069,           0.0080907,           0.0073996,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.010446,            0.014794,                   0,             0.99489,                   1,               0.995,             0.97133,           0.0081837,           0.0074124,                   0,            0.000925,            0.000925,            0.000925
                 277,           0.0096279,            0.014385,                   0,             0.99492,                   1,               0.995,             0.97039,           0.0082902,           0.0076585,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.010055,            0.013853,                   0,             0.99518,                   1,               0.995,             0.96954,           0.0081832,           0.0075192,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.010183,            0.014498,                   0,             0.99521,             0.99951,               0.995,             0.96759,            0.008323,           0.0077844,                   0,            0.000826,            0.000826,            0.000826
                 280,           0.0094916,            0.013809,                   0,             0.99521,             0.99992,               0.995,             0.96967,           0.0084057,           0.0078449,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0094648,            0.014132,                   0,              0.9952,             0.99901,               0.995,             0.96913,            0.008191,             0.00772,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.010491,            0.016157,                   0,             0.99839,             0.99727,               0.995,             0.97112,           0.0081846,           0.0077128,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.011008,            0.017123,                   0,             0.99839,             0.99646,               0.995,             0.97026,           0.0080294,            0.007566,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.010004,            0.017093,                   0,                   1,             0.99493,               0.995,             0.96925,           0.0080394,           0.0076027,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.010815,            0.012977,                   0,                   1,             0.99444,               0.995,             0.96834,            0.008172,           0.0077324,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0094943,            0.014433,                   0,              0.9952,             0.99883,               0.995,              0.9702,           0.0080651,           0.0076518,                   0,            0.000595,            0.000595,            0.000595
                 287,           0.0090795,            0.013598,                   0,             0.99504,                   1,               0.995,             0.97124,           0.0080295,           0.0076585,                   0,            0.000562,            0.000562,            0.000562
                 288,           0.0096107,            0.013336,                   0,             0.99516,                   1,               0.995,              0.9733,            0.007907,           0.0075254,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.010331,            0.014946,                   0,             0.99467,                   1,               0.995,             0.97157,           0.0079401,           0.0075469,                   0,            0.000496,            0.000496,            0.000496
                 290,           0.0099567,            0.014768,                   0,             0.99451,                   1,               0.995,             0.96973,           0.0079545,           0.0074592,                   0,            0.000463,            0.000463,            0.000463
                 291,             0.01092,            0.014972,                   0,             0.99486,                   1,               0.995,             0.97083,           0.0078829,           0.0073996,                   0,             0.00043,             0.00043,             0.00043
                 292,           0.0095095,            0.012309,                   0,             0.99451,                   1,               0.995,              0.9716,           0.0078715,           0.0073991,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0085437,            0.013605,                   0,             0.99458,                   1,               0.995,             0.97197,           0.0078526,           0.0073781,                   0,            0.000364,            0.000364,            0.000364
                 294,           0.0097577,            0.012921,                   0,             0.99465,                   1,               0.995,             0.97221,           0.0078834,           0.0074058,                   0,            0.000331,            0.000331,            0.000331
                 295,           0.0093941,            0.014866,                   0,             0.99497,                   1,               0.995,             0.97175,           0.0079073,           0.0074267,                   0,            0.000298,            0.000298,            0.000298
                 296,           0.0085712,             0.01369,                   0,             0.99476,                   1,               0.995,             0.97199,           0.0078883,           0.0073814,                   0,            0.000265,            0.000265,            0.000265
                 297,           0.0089277,             0.01287,                   0,             0.99501,                   1,               0.995,             0.97182,           0.0078729,           0.0073938,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.009356,            0.013582,                   0,             0.99478,                   1,               0.995,              0.9717,           0.0078354,           0.0073385,                   0,            0.000199,            0.000199,            0.000199
                 299,           0.0094194,             0.01396,                   0,             0.99499,                   1,               0.995,             0.97221,           0.0078229,           0.0073013,                   0,            0.000166,            0.000166,            0.000166
